,Country,Job Title,Rural,Quantity,Percentage
1066,GB,Database Tester,Rural,2,4%
1067,GB,Database Tester,Urban,12,21%
1068,GB,Clinical Data Specialist,Urban,1,2%
1069,GB,Clinical Data Management Associate Director,Urban,1,2%
1070,GB,Electronic Data Interchange System Developer (EDI System Developer),Rural,2,4%
1071,GB,Electronic Data Interchange System Developer (EDI System Developer),Urban,6,11%
1072,GB,Data Administrator,Rural,6,11%
1073,GB,Data Administrator,Urban,7,12%
1074,GB,Data Processing Auxiliary Equipment Operator,Urban,1,2%
1075,GB,Database Engineer,Rural,3,5%
1076,GB,Database Engineer,Urban,8,14%
1077,GB,"Naval Tactical Data System--Combat Information Center Watch Officer, General",Urban,2,4%
1078,GB,Data Storage Specialist,Rural,1,2%
1079,GB,Data Storage Specialist,Urban,5,9%
1080,GB,SCADA Technician (Supervisory Control and Data Acquisition Technician),Urban,1,2%
1081,GB,Database Administration Manager,Rural,2,4%
1082,GB,Database Administration Manager,Urban,5,9%
1083,GB,Data Management Associate,Rural,1,2%
1084,GB,Data Management Associate,Urban,4,7%
1085,GB,Data Modeling Specialist,Rural,3,5%
1086,GB,Data Modeling Specialist,Urban,7,12%
1087,GB,Maintenance Data Analyst,Urban,2,4%
1088,GB,Data Processing Control Clerk,Rural,1,2%
1089,GB,Database Software Technician,Rural,1,2%
1090,GB,Database Software Technician,Urban,5,9%
1091,GB,Crime Data Specialist,Urban,1,2%
1092,GB,Data Collector,Urban,1,2%
1093,GB,Head of Information Systems and Data Processing,Rural,3,5%
1094,GB,Head of Information Systems and Data Processing,Urban,9,16%
1095,GB,Data Warehousing Engineer,Urban,4,7%
1096,GB,Data Warehousing Specialist,Rural,4,7%
1097,GB,Data Warehousing Specialist,Urban,3,5%
1098,GB,Geographic Information Systems Data Specialist (GIS Data Specialist),Rural,3,5%
1099,GB,Geographic Information Systems Data Specialist (GIS Data Specialist),Urban,9,16%
1100,GB,Database Development and Administration Project Manager,Rural,1,2%
1101,GB,Database Development and Administration Project Manager,Urban,4,7%
1102,GB,Data Warehouse Analyst,Rural,1,2%
1103,GB,Data Warehouse Analyst,Urban,7,12%
1104,GB,Field Artillery Automated Tactical Data System Specialist,Urban,1,2%
1105,GB,Data Input Clerk,Urban,3,5%
1106,GB,Database Management System Specialist (DBMS Specialist),Rural,5,9%
1107,GB,Database Management System Specialist (DBMS Specialist),Urban,3,5%
1108,GB,Data Recovery Planner,Urban,2,4%
1109,GB,Data Abstractor,Urban,1,2%
1110,GB,Data Collection Technician,Urban,1,2%
1111,GB,Database Modeler,Rural,2,4%
1112,GB,Database Modeler,Urban,8,14%
1113,GB,Survey Data Technician,Urban,1,2%
1114,GB,Data Base Design Analyst,Rural,1,2%
1115,GB,Data Base Design Analyst,Urban,4,7%
1116,GB,Flight Test Data Acquisition Technician,Rural,1,2%
1117,GB,Flight Test Data Acquisition Technician,Urban,1,2%
1118,GB,Clinical Data Associate,Urban,1,2%
1119,GB,Data Reviewer,Rural,1,2%
1120,GB,Data Reviewer,Urban,1,2%
1121,GB,Data Analysis Assistant,Urban,2,4%
1122,GB,Database Designer,Rural,3,5%
1123,GB,Database Designer,Urban,9,16%
1124,GB,Data Processing Mechanic,Rural,1,2%
1125,GB,Data Management Manager,Urban,1,2%
1126,GB,Database Administration Associate,Rural,3,5%
1127,GB,Database Administration Associate,Urban,10,18%
1128,GB,Data Entry Machine Operator,Rural,1,2%
1129,GB,Geographic Information Systems Data Manager (GIS Data Manager),Rural,1,2%
1130,GB,Geographic Information Systems Data Manager (GIS Data Manager),Urban,3,5%
1131,GB,Database Technician,Urban,1,2%
1132,GB,Database Design Analyst,Rural,2,4%
1133,GB,Database Design Analyst,Urban,7,12%
1134,GB,LiDAR Data Analyst,Urban,2,4%
1135,GB,Database Specialist,Rural,2,4%
1136,GB,Database Specialist,Urban,5,9%
1137,GB,Data Entry Technician,Urban,1,2%
1138,GB,Databases Software Consultant,Rural,2,4%
1139,GB,Databases Software Consultant,Urban,2,4%
1140,GB,Automatic Data Processing Systems Security Specialist (ADP Systems Security),Rural,4,7%
1141,GB,Automatic Data Processing Systems Security Specialist (ADP Systems Security),Urban,6,11%
1142,GB,Data Management Information Technology Specialist,Urban,3,5%
1143,GB,Data Officer,Rural,2,4%
1144,GB,Data Officer,Urban,6,11%
1145,GB,Data Typist,Urban,3,5%
1146,GB,Data Warehouse Architect,Rural,5,9%
1147,GB,Data Warehouse Architect,Urban,7,12%
1148,GB,Data Warehouse Specialist,Rural,3,5%
1149,GB,Data Warehouse Specialist,Urban,5,9%
1150,GB,Data Acquisition Technician,Urban,3,5%
1151,GB,Medical Data Analyst,Rural,1,2%
1152,GB,Medical Data Analyst,Urban,3,5%
1153,GB,Database Coordinator,Rural,3,5%
1154,GB,Database Coordinator,Urban,5,9%
1155,GB,Data Systems Manager,Rural,2,4%
1156,GB,Data Systems Manager,Urban,8,14%
1157,GB,Data Warehouse Developer,Rural,4,7%
1158,GB,Data Warehouse Developer,Urban,3,5%
1159,GB,Automatic Data Processing Planner,Rural,3,5%
1160,GB,Automatic Data Processing Planner,Urban,6,11%
1161,GB,Data Processing Consultant,Rural,1,2%
1162,GB,Data Processing Consultant,Urban,4,7%
1163,GB,Data Communications Software Consultant,Rural,4,7%
1164,GB,Data Communications Software Consultant,Urban,6,11%
1165,GB,Data Scientist,Rural,2,4%
1166,GB,Data Scientist,Urban,6,11%
1167,GB,Data Operations Director,Urban,5,9%
1168,GB,Electronic Data Processing Auditor (EDP Auditor),Rural,2,4%
1169,GB,Electronic Data Processing Auditor (EDP Auditor),Urban,3,5%
1170,GB,Internet Database Specialist,Rural,4,7%
1171,GB,Internet Database Specialist,Urban,5,9%
1172,GB,Data Entry Representative,Rural,1,2%
1173,GB,Data Security Analyst,Rural,5,9%
1174,GB,Data Security Analyst,Urban,4,7%
1175,GB,Geographic Information Systems Data Administrator (GIS Data Administrator),Rural,4,7%
1176,GB,Geographic Information Systems Data Administrator (GIS Data Administrator),Urban,4,7%
1177,GB,"Engineer, System Electronic Data Processing (Engineer, System EDP)",Rural,3,5%
1178,GB,"Engineer, System Electronic Data Processing (Engineer, System EDP)",Urban,5,9%
1179,GB,Automatic Data Processing Planner (ADP Planner),Rural,1,2%
1180,GB,Automatic Data Processing Planner (ADP Planner),Urban,5,9%
1181,GB,Database Manager,Rural,6,11%
1182,GB,Database Manager,Urban,6,11%
1183,GB,Database Programmer,Urban,1,2%
1184,GB,Data Compiler,Rural,2,4%
1185,GB,Data Processing Manager,Rural,4,7%
1186,GB,Data Processing Manager,Urban,4,7%
1187,GB,Micro Computer Data Processor,Urban,1,2%
1188,GB,Database Development Project Manager,Rural,1,2%
1189,GB,Data Specialist,Urban,1,2%
1190,GB,Data Processing Supervisor,Rural,1,2%
1191,GB,Analytical Data Miner,Urban,2,4%
1192,GB,Data Processing Systems Project Planner,Rural,3,5%
1193,GB,Data Processing Systems Project Planner,Urban,2,4%
1194,GB,Data Technician,Rural,1,2%
1195,GB,Data Center Manager,Urban,1,2%
1196,GB,Data Modeler,Urban,2,4%
1197,GB,Business Database Analyst,Rural,1,2%
1198,GB,Data Entry Operator,Rural,2,4%
1199,GB,Data Entry Operator,Urban,2,4%
1200,GB,Database Architect,Rural,4,7%
1201,GB,Database Architect,Urban,5,9%
1202,GB,Data Examination Clerk,Rural,2,4%
1203,GB,Data Center Operator,Urban,1,2%
1204,GB,SCADA Operator (Supervisory Control and Data Acquisition Operator),Urban,1,2%
1205,GB,Data Processing Auditor,Rural,3,5%
1206,GB,Data Processing Auditor,Urban,5,9%
1207,GB,Data Communications Analyst,Rural,5,9%
1208,GB,Oracle Database Administrator (Oracle DBA),Rural,1,2%
1209,GB,Oracle Database Administrator (Oracle DBA),Urban,8,14%
1210,GB,GPS Field Data Collector (Global Positioning System Field Data Collector),Urban,1,2%
1211,GB,Data Warehousing Manager,Rural,2,4%
1212,GB,Data Warehousing Manager,Urban,2,4%
1213,GB,Data Sciences Director,Urban,1,2%
1214,GB,Data Manager,Urban,2,4%
1215,GB,Data Architect,Rural,2,4%
1216,GB,Data Architect,Urban,8,14%
1217,GB,Geographic Information Systems Database Administrator (GIS Database Administrator),Rural,4,7%
1218,GB,Geographic Information Systems Database Administrator (GIS Database Administrator),Urban,3,5%
1219,GB,SQL Database Administrator,Urban,8,14%
1220,GB,Automatic Data Processing Customer Liaison (ADP Customer Liaison),Rural,5,9%
1221,GB,Automatic Data Processing Customer Liaison (ADP Customer Liaison),Urban,5,9%
1222,GB,Customer Data Technician,Rural,2,4%
1223,GB,Customer Data Technician,Urban,3,5%
1224,GB,Director of Data Operations,Rural,1,2%
1225,GB,Director of Data Operations,Urban,4,7%
1226,GB,Data Miner,Rural,2,4%
1227,GB,Data Miner,Urban,5,9%
1228,GB,Database Consultant,Rural,2,4%
1229,GB,Database Consultant,Urban,8,14%
1230,GB,Database Security Expert,Rural,2,4%
1231,GB,Database Security Expert,Urban,8,14%
1232,GB,Data Processing Systems Analyst,Rural,4,7%
1233,GB,Data Processing Systems Analyst,Urban,8,14%
1234,GB,Data Analyst,Urban,3,5%
1235,GB,Databases Computer Consultant,Rural,4,7%
1236,GB,Databases Computer Consultant,Urban,1,2%
1237,GB,Data Security Administrator,Rural,1,2%
1238,GB,Data Security Administrator,Urban,3,5%
1239,GB,Data Processor,Rural,1,2%
1240,GB,Data Processor,Urban,4,7%
1241,GB,Database Developer,Rural,1,2%
1242,GB,Clinical Data Manager,Urban,1,2%
1243,GB,Data Processing Services Sales Representative,Rural,1,2%
1244,GB,Data Entry Associate,Rural,1,2%
1245,GB,Data Entry Associate,Urban,2,4%
1246,GB,Log Data Technician,Urban,1,2%
1247,GB,Field Traffic Data Technician,Rural,1,2%
1248,GB,Field Traffic Data Technician,Urban,2,4%
1249,GB,Computer or Data Processing Systems Consultant,Rural,3,5%
1250,GB,Computer or Data Processing Systems Consultant,Urban,10,18%
1251,GR,Data Keyer,Urban,1,2%
1252,GR,Data Coordinator,Urban,1,2%
1253,GR,Data Communications Technician,Urban,1,2%
1254,GR,Database Marketing Analyst,Urban,1,2%
1255,GR,Data Entry Clerk,Urban,1,2%
1256,GR,Database Administration Project Manager,Urban,1,2%
1257,GR,Database Tester,Urban,2,4%
1258,GR,Weight in Motion Field Data Collection Technician,Rural,1,2%
1259,GR,Electronic Data Interchange System Developer (EDI System Developer),Urban,1,2%
1260,GR,Data Administrator,Urban,2,4%
1261,GR,Database Engineer,Urban,2,4%
1262,GR,"Naval Tactical Data System--Combat Information Center Watch Officer, General",Urban,3,5%
1263,GR,Data Storage Specialist,Urban,1,2%
1264,GR,SCADA Technician (Supervisory Control and Data Acquisition Technician),Rural,1,2%
1265,GR,Database Administration Manager,Urban,2,4%
1266,GR,Data Modeling Specialist,Urban,3,5%
1267,GR,Database Software Technician,Urban,1,2%
1268,GR,Data Warehousing Engineer,Urban,3,5%
1269,GR,Data Warehousing Specialist,Rural,1,2%
1270,GR,Data Warehousing Specialist,Urban,2,4%
1271,GR,Geographic Information Systems Data Specialist (GIS Data Specialist),Rural,1,2%
1272,GR,Geographic Information Systems Data Specialist (GIS Data Specialist),Urban,1,2%
1273,GR,Data Warehouse Analyst,Urban,2,4%
1274,GR,Database Management System Specialist (DBMS Specialist),Urban,1,2%
1275,GR,Data Abstractor,Urban,2,4%
1276,GR,Database Modeler,Urban,2,4%
1277,GR,Data Base Design Analyst,Urban,1,2%
1278,GR,Clinical Data Associate,Urban,1,2%
1279,GR,Database Designer,Urban,2,4%
1280,GR,Database Administration Associate,Rural,1,2%
1281,GR,Database Administration Associate,Urban,1,2%
1282,GR,Geographic Information Systems Data Manager (GIS Data Manager),Urban,1,2%
1283,GR,Database Design Analyst,Urban,1,2%
1284,GR,Database Specialist,Urban,2,4%
1285,GR,Data Entry Technician,Rural,1,2%
1286,GR,Clinical Data Management Manager (CDM Manager),Urban,2,4%
1287,GR,Automatic Data Processing Systems Security Specialist (ADP Systems Security),Urban,3,5%
1288,GR,Data Management Information Technology Specialist,Urban,3,5%
1289,GR,Data Officer,Urban,3,5%
1290,GR,Data Warehouse Architect,Urban,1,2%
1291,GR,Data Warehouse Specialist,Urban,2,4%
1292,GR,Database Coordinator,Urban,4,7%
1293,GR,Data Systems Manager,Urban,1,2%
1294,GR,Data Warehouse Developer,Urban,2,4%
1295,GR,Automatic Data Processing Planner,Urban,1,2%
1296,GR,Data Processing Consultant,Urban,2,4%
1297,GR,Data Communications Software Consultant,Urban,3,5%
1298,GR,Data Scientist,Rural,1,2%
1299,GR,Data Scientist,Urban,1,2%
1300,GR,Electronic Data Processing Auditor (EDP Auditor),Urban,1,2%
1301,GR,Internet Database Specialist,Rural,1,2%
1302,GR,Internet Database Specialist,Urban,2,4%
1303,GR,Data Security Analyst,Urban,2,4%
1304,GR,Geographic Information Systems Data Administrator (GIS Data Administrator),Rural,1,2%
1305,GR,Geographic Information Systems Data Administrator (GIS Data Administrator),Urban,2,4%
1306,GR,"Engineer, System Electronic Data Processing (Engineer, System EDP)",Rural,1,2%
1307,GR,"Engineer, System Electronic Data Processing (Engineer, System EDP)",Urban,1,2%
1308,GR,Automatic Data Processing Planner (ADP Planner),Urban,3,5%
1309,GR,Database Manager,Rural,1,2%
1310,GR,Database Manager,Urban,1,2%
1311,GR,Database Programmer,Urban,1,2%
1312,GR,Data Processing Manager,Urban,1,2%
1313,GR,Micro Computer Data Processor,Urban,2,4%
1314,GR,Data Processing Systems Project Planner,Urban,1,2%
1315,GR,Database Architect,Urban,1,2%
1316,GR,Data Examination Clerk,Rural,1,2%
1317,GR,Data Communications Analyst,Urban,1,2%
1318,GR,Oracle Database Administrator (Oracle DBA),Urban,2,4%
1319,GR,Clinical Data Abstractor,Urban,2,4%
1320,GR,Data Architect,Rural,1,2%
1321,GR,Data Architect,Urban,2,4%
1322,GR,Geographic Information Systems Database Administrator (GIS Database Administrator),Urban,1,2%
1323,GR,SQL Database Administrator,Urban,3,5%
1324,GR,Automatic Data Processing Customer Liaison (ADP Customer Liaison),Rural,1,2%
1325,GR,Automatic Data Processing Customer Liaison (ADP Customer Liaison),Urban,2,4%
1326,GR,Customer Data Technician,Urban,1,2%
1327,GR,Data Miner,Urban,3,5%
1328,GR,Database Consultant,Urban,2,4%
1329,GR,Database Security Expert,Urban,2,4%
1330,GR,Data Processing Systems Analyst,Urban,1,2%
1331,GR,Databases Computer Consultant,Urban,2,4%
1332,GR,Data Security Administrator,Urban,2,4%
1333,GR,"Naval Tactical Data System--Combat Information Center Watch Officer, Carrier Controlled Approach Controller",Urban,1,2%
1334,GR,Data Processor,Urban,1,2%
1335,GR,Log Data Technician,Urban,1,2%
1336,GR,Computer or Data Processing Systems Consultant,Urban,1,2%
1337,HR,Data Coordinator,Rural,1,2%
1338,HR,Database Security Administrator,Urban,3,5%
1339,HR,Database Tester,Urban,1,2%
1340,HR,Clinical Data Management Associate Director,Urban,1,2%
1341,HR,Electronic Data Interchange System Developer (EDI System Developer),Urban,1,2%
1342,HR,Data Administrator,Rural,1,2%
1343,HR,"Operations Officer, Afloat (Naval Tactical Data Systems)",Urban,1,2%
1344,HR,Database Engineer,Urban,1,2%
1345,HR,Data Storage Specialist,Urban,2,4%
1346,HR,Data Management Associate,Urban,1,2%
1347,HR,Data Modeling Specialist,Urban,1,2%
1348,HR,Head of Information Systems and Data Processing,Urban,1,2%
1349,HR,Geographic Information Systems Data Specialist (GIS Data Specialist),Urban,2,4%
1350,HR,Database Modeler,Urban,2,4%
1351,HR,Data Analysis Assistant,Rural,1,2%
1352,HR,Database Designer,Urban,1,2%
1353,HR,Geographic Information Systems Data Manager (GIS Data Manager),Urban,2,4%
1354,HR,Database Design Analyst,Urban,2,4%
1355,HR,Database Specialist,Urban,1,2%
1356,HR,Data Management Information Technology Specialist,Urban,1,2%
1357,HR,Data Officer,Urban,1,2%
1358,HR,Data Warehouse Specialist,Urban,1,2%
1359,HR,Database Coordinator,Urban,1,2%
1360,HR,Data Systems Manager,Urban,2,4%
1361,HR,Data Warehouse Developer,Rural,1,2%
1362,HR,Data Operations Director,Urban,1,2%
1363,HR,Internet Database Specialist,Urban,2,4%
1364,HR,Geographic Information Systems Data Administrator (GIS Data Administrator),Urban,1,2%
1365,HR,"Engineer, System Electronic Data Processing (Engineer, System EDP)",Urban,1,2%
1366,HR,Data Processing Manager,Urban,1,2%
1367,HR,Data Processing Systems Project Planner,Urban,1,2%
1368,HR,Clinical Data Abstractor,Urban,1,2%
1369,HR,Geographic Information Systems Database Administrator (GIS Database Administrator),Urban,1,2%
1370,HR,Automatic Data Processing Customer Liaison (ADP Customer Liaison),Urban,1,2%
1371,HR,Database Security Expert,Urban,1,2%
1372,HR,Data Security Administrator,Rural,1,2%
1373,HR,Data Security Administrator,Urban,1,2%
1374,HR,Data Entry Associate,Urban,1,2%
1375,HR,Computer or Data Processing Systems Consultant,Urban,2,4%
1376,HU,Database Analyst,Rural,1,2%
1377,HU,Data Keyer,Rural,1,2%
1378,HU,Marketing Database Analyst,Urban,1,2%
1379,HU,Data Coordinator,Rural,1,2%
1380,HU,Data Coordinator,Urban,2,4%
1381,HU,Data Conversion Operator,Urban,1,2%
1382,HU,Database Marketing Analyst,Urban,2,4%
1383,HU,Naval Tactical Data System--Combat Information Center Officer,Urban,1,2%
1384,HU,Database Security Administrator,Urban,1,2%
1385,HU,Database Tester,Urban,1,2%
1386,HU,Electronic Data Interchange System Developer (EDI System Developer),Urban,1,2%
1387,HU,Data Administrator,Rural,1,2%
1388,HU,Data Administrator,Urban,3,5%
1389,HU,"Operations Officer, Afloat (Naval Tactical Data Systems)",Rural,1,2%
1390,HU,Data Processing Auxiliary Equipment Operator,Rural,1,2%
1391,HU,Database Engineer,Urban,2,4%
1392,HU,Data Storage Specialist,Rural,1,2%
1393,HU,Data Storage Specialist,Urban,2,4%
1394,HU,Database Administration Manager,Rural,1,2%
1395,HU,Database Administration Manager,Urban,1,2%
1396,HU,Data Management Associate,Rural,1,2%
1397,HU,Data Management Associate,Urban,2,4%
1398,HU,Data Modeling Specialist,Rural,2,4%
1399,HU,Database Software Technician,Urban,2,4%
1400,HU,Head of Information Systems and Data Processing,Rural,2,4%
1401,HU,Head of Information Systems and Data Processing,Urban,1,2%
1402,HU,Data Entry Supervisor,Rural,1,2%
1403,HU,Data Warehousing Engineer,Rural,1,2%
1404,HU,Data Warehousing Specialist,Urban,1,2%
1405,HU,Geographic Information Systems Data Specialist (GIS Data Specialist),Urban,2,4%
1406,HU,Data Warehouse Analyst,Rural,1,2%
1407,HU,Data Warehouse Analyst,Urban,1,2%
1408,HU,Database Management System Specialist (DBMS Specialist),Rural,1,2%
1409,HU,Database Management System Specialist (DBMS Specialist),Urban,1,2%
1410,HU,Data Collection Technician,Rural,1,2%
1411,HU,Database Modeler,Rural,1,2%
1412,HU,Data Base Design Analyst,Urban,2,4%
1413,HU,Flight Test Data Acquisition Technician,Rural,1,2%
1414,HU,Data Capture Clerk,Urban,1,2%
1415,HU,Data Capture Specialist,Urban,1,2%
1416,HU,Data Analysis Assistant,Urban,1,2%
1417,HU,Database Designer,Urban,1,2%
1418,HU,Database Administration Associate,Rural,2,4%
1419,HU,Database Administration Associate,Urban,1,2%
1420,HU,Data Entry Machine Operator,Urban,1,2%
1421,HU,Geographic Information Systems Data Manager (GIS Data Manager),Rural,1,2%
1422,HU,Geographic Information Systems Data Manager (GIS Data Manager),Urban,3,5%
1423,HU,Database Design Analyst,Urban,1,2%
1424,HU,Data Entry Technician,Urban,1,2%
1425,HU,Health Data Analyst,Urban,1,2%
1426,HU,Databases Software Consultant,Rural,1,2%
1427,HU,Databases Software Consultant,Urban,1,2%
1428,HU,Automatic Data Processing Systems Security Specialist (ADP Systems Security),Urban,1,2%
1429,HU,Data Management Information Technology Specialist,Rural,1,2%
1430,HU,Data Management Information Technology Specialist,Urban,1,2%
1431,HU,Data Warehouse Architect,Urban,1,2%
1432,HU,Data Warehouse Specialist,Rural,3,5%
1433,HU,Data Warehouse Specialist,Urban,1,2%
1434,HU,Data Acquisition Technician,Rural,1,2%
1435,HU,Database Coordinator,Rural,2,4%
1436,HU,Database Coordinator,Urban,1,2%
1437,HU,Data Warehouse Developer,Urban,1,2%
1438,HU,Automatic Data Processing Planner,Urban,1,2%
1439,HU,Data Communications Software Consultant,Urban,1,2%
1440,HU,Data Operations Director,Urban,1,2%
1441,HU,Electronic Data Processing Auditor (EDP Auditor),Rural,1,2%
1442,HU,Internet Database Specialist,Urban,2,4%
1443,HU,"Engineer, System Electronic Data Processing (Engineer, System EDP)",Urban,2,4%
1444,HU,Automatic Data Processing Planner (ADP Planner),Urban,4,7%
1445,HU,Database Manager,Urban,1,2%
1446,HU,Database Programmer,Rural,1,2%
1447,HU,Data Processing Manager,Rural,1,2%
1448,HU,Data Specialist,Urban,2,4%
1449,HU,Data Processing Supervisor,Urban,1,2%
1450,HU,Data Processing Systems Project Planner,Urban,1,2%
1451,HU,Datastage Developer,Urban,1,2%
1452,HU,Data Processing Auditor,Rural,1,2%
1453,HU,Data Processing Auditor,Urban,1,2%
1454,HU,Oracle Database Administrator (Oracle DBA),Urban,1,2%
1455,HU,Data Warehousing Manager,Urban,1,2%
1456,HU,Data Architect,Urban,2,4%
1457,HU,Geographic Information Systems Database Administrator (GIS Database Administrator),Rural,1,2%
1458,HU,SQL Database Administrator,Rural,2,4%
1459,HU,SQL Database Administrator,Urban,2,4%
1460,HU,Automatic Data Processing Customer Liaison (ADP Customer Liaison),Urban,1,2%
1461,HU,Customer Data Technician,Urban,1,2%
1462,HU,Director of Data Operations,Urban,2,4%
1463,HU,Data Miner,Rural,4,7%
1464,HU,Data Miner,Urban,1,2%
1465,HU,Database Consultant,Rural,2,4%
1466,HU,Data Processing Systems Analyst,Urban,2,4%
1467,HU,Databases Computer Consultant,Urban,2,4%
1468,HU,Data Processor,Urban,1,2%
1469,HU,Database Developer,Urban,1,2%
1470,HU,Data Processing Services Sales Representative,Urban,3,5%
1471,HU,Field Traffic Data Technician,Urban,2,4%
1472,IE,Database Security Administrator,Rural,1,2%
1473,IE,Database Tester,Rural,1,2%
1474,IE,Database Tester,Urban,1,2%
1475,IE,"Operations Officer, Afloat (Naval Tactical Data Systems)",Urban,1,2%
1476,IE,Data Management Associate,Urban,2,4%
1477,IE,Data Warehousing Specialist,Urban,1,2%
1478,IE,Geographic Information Systems Data Specialist (GIS Data Specialist),Urban,1,2%
1479,IE,Data Warehouse Analyst,Urban,1,2%
1480,IE,Data Input Clerk,Urban,1,2%
1481,IE,Database Modeler,Urban,2,4%
1482,IE,Database Designer,Urban,1,2%
1483,IE,Data Processing Mechanic,Rural,1,2%
1484,IE,Database Administration Associate,Urban,1,2%
1485,IE,Geographic Information Systems Data Manager (GIS Data Manager),Urban,2,4%
1486,IE,LiDAR Data Analyst,Urban,1,2%
1487,IE,Automatic Data Processing Systems Security Specialist (ADP Systems Security),Urban,1,2%
1488,IE,Data Acquisition Technician,Urban,1,2%
1489,IE,Data Systems Manager,Rural,1,2%
1490,IE,Data Systems Manager,Urban,1,2%
1491,IE,Data Processing Consultant,Urban,2,4%
1492,IE,Data Scientist,Urban,1,2%
1493,IE,Electronic Data Processing Auditor (EDP Auditor),Rural,1,2%
1494,IE,Automatic Data Processing Planner (ADP Planner),Rural,1,2%
1495,IE,Data Processing Manager,Urban,1,2%
1496,IE,Data Specialist,Urban,1,2%
1497,IE,Data Processing Systems Project Planner,Urban,1,2%
1498,IE,Database Architect,Urban,1,2%
1499,IE,Data Processing Auditor,Urban,2,4%
1500,IE,Data Communications Analyst,Urban,2,4%
1501,IE,Oracle Database Administrator (Oracle DBA),Urban,1,2%
1502,IE,Data Warehousing Manager,Rural,1,2%
1503,IE,Data Architect,Rural,1,2%
1504,IE,Data Control Clerk Supervisor,Urban,1,2%
1505,IE,Geographic Information Systems Database Administrator (GIS Database Administrator),Rural,1,2%
1506,IE,Geographic Information Systems Database Administrator (GIS Database Administrator),Urban,1,2%
1507,IE,SQL Database Administrator,Rural,1,2%
1508,IE,Data Miner,Rural,1,2%
1509,IE,Database Consultant,Rural,1,2%
1510,IE,Data Processing Systems Analyst,Urban,2,4%
1511,IE,Data Security Administrator,Urban,1,2%
1512,IE,Reference Data Expert,Rural,1,2%
1513,IT,Data Reduction Technician,Rural,1,2%
1514,IT,Database Analyst,Urban,3,5%
1515,IT,Marketing Database Analyst,Rural,1,2%
1516,IT,Data Coordinator,Rural,2,4%
1517,IT,Data Coordinator,Urban,8,14%
1518,IT,Data Conversion Operator,Urban,1,2%
1519,IT,Data Communications Technician,Rural,1,2%
1520,IT,Database Marketing Analyst,Urban,7,12%
1521,IT,Data Entry Clerk,Rural,1,2%
1522,IT,Data Entry Clerk,Urban,2,4%
1523,IT,Naval Tactical Data System--Combat Information Center Officer,Urban,1,2%
1524,IT,Database Administration Project Manager,Rural,1,2%
1525,IT,Database Security Administrator,Rural,2,4%
1526,IT,Database Security Administrator,Urban,9,16%
1527,IT,Database Administrator (DBA),Rural,1,2%
1528,IT,Flight Data Technician,Rural,1,2%
1529,IT,Flight Data Technician,Urban,2,4%
1530,IT,Database Tester,Rural,4,7%
1531,IT,Database Tester,Urban,6,11%
1532,IT,Weight in Motion Field Data Collection Technician,Rural,2,4%
1533,IT,Clinical Data Specialist,Urban,2,4%
1534,IT,Clinical Data Management Associate Director,Urban,1,2%
1535,IT,Electronic Data Interchange System Developer (EDI System Developer),Rural,1,2%
1536,IT,Electronic Data Interchange System Developer (EDI System Developer),Urban,5,9%
1537,IT,Data Administrator,Rural,3,5%
1538,IT,Data Administrator,Urban,10,18%
1539,IT,"Operations Officer, Afloat (Naval Tactical Data Systems)",Rural,1,2%
1540,IT,"Operations Officer, Afloat (Naval Tactical Data Systems)",Urban,2,4%
1541,IT,Data Processing Auxiliary Equipment Operator,Urban,1,2%
1542,IT,Database Engineer,Rural,1,2%
1543,IT,Database Engineer,Urban,7,12%
1544,IT,"Naval Tactical Data System--Combat Information Center Watch Officer, General",Urban,2,4%
1545,IT,Data Storage Specialist,Rural,2,4%
1546,IT,Data Storage Specialist,Urban,10,18%
1547,IT,SCADA Technician (Supervisory Control and Data Acquisition Technician),Rural,1,2%
1548,IT,SCADA Technician (Supervisory Control and Data Acquisition Technician),Urban,1,2%
1549,IT,Database Administration Manager,Rural,2,4%
1550,IT,Database Administration Manager,Urban,10,18%
1551,IT,Data Management Associate,Rural,1,2%
1552,IT,Data Management Associate,Urban,5,9%
1553,IT,Data Modeling Specialist,Rural,1,2%
1554,IT,Data Modeling Specialist,Urban,12,21%
1555,IT,Data Processing Control Clerk,Urban,2,4%
1556,IT,Data Entry Specialist,Rural,1,2%
1557,IT,Database Software Technician,Rural,3,5%
1558,IT,Database Software Technician,Urban,8,14%
1559,IT,Data Collector,Urban,2,4%
1560,IT,Head of Information Systems and Data Processing,Rural,1,2%
1561,IT,Head of Information Systems and Data Processing,Urban,4,7%
1562,IT,Data Entry Supervisor,Rural,1,2%
1563,IT,Data Entry Supervisor,Urban,2,4%
1564,IT,Clinical Data Coordinator,Urban,1,2%
1565,IT,Data Warehousing Engineer,Rural,1,2%
1566,IT,Data Warehousing Engineer,Urban,7,12%
1567,IT,Data Warehousing Specialist,Rural,3,5%
1568,IT,Data Warehousing Specialist,Urban,6,11%
1569,IT,Geographic Information Systems Data Specialist (GIS Data Specialist),Rural,2,4%
1570,IT,Geographic Information Systems Data Specialist (GIS Data Specialist),Urban,6,11%
1571,IT,Database Development and Administration Project Manager,Rural,4,7%
1572,IT,Database Development and Administration Project Manager,Urban,6,11%
1573,IT,Data Warehouse Analyst,Rural,1,2%
1574,IT,Data Warehouse Analyst,Urban,7,12%
1575,IT,Field Artillery Automated Tactical Data System Specialist,Rural,1,2%
