Country,Job Title,Rural,Quantity,Percentage
Hungary,Data Collection Technician,Rural,1,0.01%
Hungary,Data Communications Software Consultant,Urban,1,0.01%
Hungary,Data Conversion Operator,Urban,1,0.01%
Hungary,Data Coordinator,Rural,1,0.01%
Hungary,Data Coordinator,Urban,2,0.02%
Hungary,Data Entry Machine Operator,Urban,1,0.01%
Hungary,Data Entry Supervisor,Rural,1,0.01%
Hungary,Data Entry Technician,Urban,1,0.01%
Hungary,Data Keyer,Rural,1,0.01%
Hungary,Data Management Associate,Rural,1,0.01%
Hungary,Data Management Associate,Urban,2,0.02%
Hungary,Data Management Information Technology Specialist,Rural,1,0.01%
Hungary,Data Management Information Technology Specialist,Urban,1,0.01%
Hungary,Data Miner,Rural,4,0.04%
Hungary,Data Miner,Urban,1,0.01%
Hungary,Data Modeling Specialist,Rural,2,0.02%
Hungary,Data Operations Director,Urban,1,0.01%
Hungary,Data Processing Auditor,Rural,1,0.01%
Hungary,Data Processing Auditor,Urban,1,0.01%
Hungary,Data Processing Auxiliary Equipment Operator,Rural,1,0.01%
Hungary,Data Processing Manager,Rural,1,0.01%
Hungary,Data Processing Services Sales Representative,Urban,3,0.03%
Hungary,Data Processing Supervisor,Urban,1,0.01%
Hungary,Data Processing Systems Analyst,Urban,2,0.02%
Hungary,Data Processing Systems Project Planner,Urban,1,0.01%
Hungary,Data Processor,Urban,1,0.01%
Hungary,Data Specialist,Urban,2,0.02%
Hungary,Data Storage Specialist,Rural,1,0.01%
Hungary,Data Storage Specialist,Urban,2,0.02%
Hungary,Data Warehouse Analyst,Rural,1,0.01%
Hungary,Data Warehouse Analyst,Urban,1,0.01%
Hungary,Data Warehouse Architect,Urban,1,0.01%
Hungary,Data Warehouse Developer,Urban,1,0.01%
Hungary,Data Warehouse Specialist,Rural,3,0.03%
Hungary,Data Warehouse Specialist,Urban,1,0.01%
Hungary,Data Warehousing Engineer,Rural,1,0.01%
Hungary,Data Warehousing Manager,Urban,1,0.01%
Hungary,Data Warehousing Specialist,Urban,1,0.01%
Hungary,Database Administration Associate,Rural,2,0.02%
Hungary,Database Administration Associate,Urban,1,0.01%
Hungary,Database Administration Manager,Rural,1,0.01%
Hungary,Database Administration Manager,Urban,1,0.01%
Hungary,Database Analyst,Rural,1,0.01%
Hungary,Database Consultant,Rural,2,0.02%
Hungary,Database Coordinator,Rural,2,0.02%
Hungary,Database Coordinator,Urban,1,0.01%
Hungary,Database Design Analyst,Urban,1,0.01%
Hungary,Database Designer,Urban,1,0.01%
Hungary,Database Developer,Urban,1,0.01%
Hungary,Database Engineer,Urban,2,0.02%
Hungary,Database Management System Specialist (DBMS Specialist),Rural,1,0.01%
Hungary,Database Management System Specialist (DBMS Specialist),Urban,1,0.01%
Hungary,Database Manager,Urban,1,0.01%
Hungary,Database Marketing Analyst,Urban,2,0.02%
Hungary,Database Modeler,Rural,1,0.01%
Hungary,Database Programmer,Rural,1,0.01%
Hungary,Database Security Administrator,Urban,1,0.01%
Hungary,Database Software Technician,Urban,2,0.02%
Hungary,Database Tester,Urban,1,0.01%
Hungary,Databases Computer Consultant,Urban,2,0.02%
Hungary,Databases Software Consultant,Rural,1,0.01%
Hungary,Databases Software Consultant,Urban,1,0.01%
Hungary,Datastage Developer,Urban,1,0.01%
Hungary,Director of Data Operations,Urban,2,0.02%
Hungary,Electronic Data Interchange System Developer (EDI System Developer),Urban,1,0.01%
Hungary,Electronic Data Processing Auditor (EDP Auditor),Rural,1,0.01%
Hungary,"Engineer, System Electronic Data Processing (Engineer, System EDP)",Urban,2,0.02%
Hungary,Field Traffic Data Technician,Urban,2,0.02%
Hungary,Flight Test Data Acquisition Technician,Rural,1,0.01%
Hungary,Geographic Information Systems Data Manager (GIS Data Manager),Rural,1,0.01%
Hungary,Geographic Information Systems Data Manager (GIS Data Manager),Urban,3,0.03%
Hungary,Geographic Information Systems Data Specialist (GIS Data Specialist),Urban,2,0.02%
Hungary,Geographic Information Systems Database Administrator (GIS Database Administrator),Rural,1,0.01%
Hungary,Head of Information Systems and Data Processing,Rural,2,0.02%
Hungary,Head of Information Systems and Data Processing,Urban,1,0.01%
Hungary,Health Data Analyst,Urban,1,0.01%
Hungary,Internet Database Specialist,Urban,2,0.02%
Hungary,Marketing Database Analyst,Urban,1,0.01%
Hungary,Naval Tactical Data System--Combat Information Center Officer,Urban,1,0.01%
Hungary,"Operations Officer, Afloat (Naval Tactical Data Systems)",Rural,1,0.01%
Hungary,Oracle Database Administrator (Oracle DBA),Urban,1,0.01%
Hungary,SQL Database Administrator,Rural,2,0.02%
Hungary,SQL Database Administrator,Urban,2,0.02%
Hungary,Unemployed,Rural,19,0.2%
Hungary,Unemployed,Urban,54,0.56%
Ireland,Automatic Data Processing Planner (ADP Planner),Rural,1,0.01%
Ireland,Automatic Data Processing Systems Security Specialist (ADP Systems Security),Urban,1,0.01%
Ireland,Data Acquisition Technician,Urban,1,0.01%
Ireland,Data Architect,Rural,1,0.01%
Ireland,Data Communications Analyst,Urban,2,0.02%
Ireland,Data Control Clerk Supervisor,Urban,1,0.01%
Ireland,Data Input Clerk,Urban,1,0.01%
Ireland,Data Management Associate,Urban,2,0.02%
Ireland,Data Miner,Rural,1,0.01%
Ireland,Data Processing Auditor,Urban,2,0.02%
Ireland,Data Processing Consultant,Urban,2,0.02%
Ireland,Data Processing Manager,Urban,1,0.01%
Ireland,Data Processing Mechanic,Rural,1,0.01%
Ireland,Data Processing Systems Analyst,Urban,2,0.02%
Ireland,Data Processing Systems Project Planner,Urban,1,0.01%
Ireland,Data Scientist,Urban,1,0.01%
Ireland,Data Security Administrator,Urban,1,0.01%
Ireland,Data Specialist,Urban,1,0.01%
Ireland,Data Systems Manager,Rural,1,0.01%
Ireland,Data Systems Manager,Urban,1,0.01%
Ireland,Data Warehouse Analyst,Urban,1,0.01%
Ireland,Data Warehousing Manager,Rural,1,0.01%
Ireland,Data Warehousing Specialist,Urban,1,0.01%
Ireland,Database Administration Associate,Urban,1,0.01%
Ireland,Database Architect,Urban,1,0.01%
Ireland,Database Consultant,Rural,1,0.01%
Ireland,Database Designer,Urban,1,0.01%
Ireland,Database Modeler,Urban,2,0.02%
Ireland,Database Security Administrator,Rural,1,0.01%
Ireland,Database Tester,Rural,1,0.01%
Ireland,Database Tester,Urban,1,0.01%
Ireland,Electronic Data Processing Auditor (EDP Auditor),Rural,1,0.01%
Ireland,Geographic Information Systems Data Manager (GIS Data Manager),Urban,2,0.02%
Ireland,Geographic Information Systems Data Specialist (GIS Data Specialist),Urban,1,0.01%
Ireland,Geographic Information Systems Database Administrator (GIS Database Administrator),Rural,1,0.01%
Ireland,Geographic Information Systems Database Administrator (GIS Database Administrator),Urban,1,0.01%
Ireland,LiDAR Data Analyst,Urban,1,0.01%
Ireland,"Operations Officer, Afloat (Naval Tactical Data Systems)",Urban,1,0.01%
Ireland,Oracle Database Administrator (Oracle DBA),Urban,1,0.01%
Ireland,Reference Data Expert,Rural,1,0.01%
Ireland,SQL Database Administrator,Rural,1,0.01%
Ireland,Unemployed,Rural,18,0.19%
Ireland,Unemployed,Urban,24,0.25%
Italy,Automatic Data Processing Customer Liaison (ADP Customer Liaison),Rural,2,0.02%
Italy,Automatic Data Processing Customer Liaison (ADP Customer Liaison),Urban,8,0.08%
Italy,Automatic Data Processing Planner,Rural,2,0.02%
Italy,Automatic Data Processing Planner,Urban,5,0.05%
Italy,Automatic Data Processing Planner (ADP Planner),Rural,1,0.01%
Italy,Automatic Data Processing Planner (ADP Planner),Urban,8,0.08%
Italy,Automatic Data Processing Systems Security Specialist (ADP Systems Security),Rural,1,0.01%
Italy,Automatic Data Processing Systems Security Specialist (ADP Systems Security),Urban,7,0.07%
Italy,Business Database Analyst,Urban,1,0.01%
Italy,Clinical Data Abstractor,Urban,1,0.01%
Italy,Clinical Data Analyst,Rural,1,0.01%
Italy,Clinical Data Associate,Urban,2,0.02%
Italy,Clinical Data Coordinator,Urban,1,0.01%
Italy,Clinical Data Management Associate Director,Urban,1,0.01%
Italy,Clinical Data Management Manager (CDM Manager),Urban,3,0.03%
Italy,Clinical Data Specialist,Urban,2,0.02%
Italy,Computer or Data Processing Systems Consultant,Rural,2,0.02%
Italy,Computer or Data Processing Systems Consultant,Urban,5,0.05%
Italy,Customer Data Technician,Urban,1,0.01%
Italy,Data Acquisition Technician,Urban,2,0.02%
Italy,Data Administrator,Rural,3,0.03%
Italy,Data Administrator,Urban,10,0.1%
Italy,Data Analysis Assistant,Urban,1,0.01%
Italy,Data Analyst,Urban,2,0.02%
Italy,Data Architect,Rural,3,0.03%
Italy,Data Architect,Urban,8,0.08%
Italy,Data Base Design Analyst,Rural,1,0.01%
Italy,Data Base Design Analyst,Urban,8,0.08%
Italy,Data Capture Clerk,Rural,1,0.01%
Italy,Data Capture Clerk,Urban,2,0.02%
Italy,Data Center Operator,Rural,1,0.01%
Italy,Data Coder Operator,Urban,5,0.05%
Italy,Data Collection Technician,Urban,1,0.01%
Italy,Data Collector,Urban,2,0.02%
Italy,Data Communications Analyst,Rural,2,0.02%
Italy,Data Communications Analyst,Urban,7,0.07%
Italy,Data Communications Software Consultant,Urban,5,0.05%
Italy,Data Communications Technician,Rural,1,0.01%
Italy,Data Compiler,Rural,2,0.02%
Italy,Data Compiler,Urban,1,0.01%
Italy,Data Control Assistant,Urban,2,0.02%
Italy,Data Control Clerk Supervisor,Urban,2,0.02%
Italy,Data Conversion Operator,Urban,1,0.01%
Italy,Data Coordinator,Rural,2,0.02%
Italy,Data Coordinator,Urban,8,0.08%
Italy,Data Entry Associate,Urban,1,0.01%
Italy,Data Entry Clerk,Rural,1,0.01%
Italy,Data Entry Clerk,Urban,2,0.02%
Italy,Data Entry Machine Operator,Urban,1,0.01%
Italy,Data Entry Operator,Rural,1,0.01%
Italy,Data Entry Representative,Rural,3,0.03%
Italy,Data Entry Specialist,Rural,1,0.01%
Italy,Data Entry Supervisor,Rural,1,0.01%
Italy,Data Entry Supervisor,Urban,2,0.02%
Italy,Data Examination Clerk,Urban,1,0.01%
Italy,Data Input Clerk,Urban,4,0.04%
Italy,Data Management Associate,Rural,1,0.01%
Italy,Data Management Associate,Urban,5,0.05%
Italy,Data Management Information Technology Specialist,Rural,2,0.02%
Italy,Data Management Information Technology Specialist,Urban,7,0.07%
Italy,Data Manager,Urban,4,0.04%
Italy,Data Miner,Rural,2,0.02%
Italy,Data Miner,Urban,12,0.12%
Italy,Data Modeler,Urban,1,0.01%
Italy,Data Modeling Specialist,Rural,1,0.01%
Italy,Data Modeling Specialist,Urban,12,0.12%
Italy,Data Officer,Rural,5,0.05%
Italy,Data Officer,Urban,10,0.1%
Italy,Data Operations Director,Rural,1,0.01%
Italy,Data Operations Director,Urban,3,0.03%
Italy,Data Processing Auditor,Rural,4,0.04%
Italy,Data Processing Auditor,Urban,9,0.09%
Italy,Data Processing Auxiliary Equipment Operator,Urban,1,0.01%
Italy,Data Processing Consultant,Rural,1,0.01%
Italy,Data Processing Consultant,Urban,3,0.03%
Italy,Data Processing Control Clerk,Urban,2,0.02%
Italy,Data Processing Manager,Urban,5,0.05%
Italy,Data Processing Services Sales Representative,Urban,1,0.01%
Italy,Data Processing Supervisor,Rural,1,0.01%
Italy,Data Processing Systems Analyst,Urban,9,0.09%
Italy,Data Processing Systems Project Planner,Rural,1,0.01%
Italy,Data Processing Systems Project Planner,Urban,9,0.09%
Italy,Data Processor,Rural,1,0.01%
Italy,Data Processor,Urban,2,0.02%
Italy,Data Reduction Technician,Rural,1,0.01%
Italy,Data Sciences Director,Rural,1,0.01%
Italy,Data Sciences Director,Urban,1,0.01%
Italy,Data Scientist,Rural,1,0.01%
Italy,Data Scientist,Urban,11,0.11%
Italy,Data Security Administrator,Urban,3,0.03%
Italy,Data Security Analyst,Urban,6,0.06%
Italy,Data Specialist,Rural,1,0.01%
Italy,Data Storage Specialist,Rural,2,0.02%
Italy,Data Storage Specialist,Urban,10,0.1%
Italy,Data Systems Manager,Rural,1,0.01%
Italy,Data Systems Manager,Urban,7,0.07%
Italy,Data Technician,Urban,1,0.01%
Italy,Data Transcriber,Rural,1,0.01%
Italy,Data Typist,Urban,3,0.03%
Italy,Data Warehouse Analyst,Rural,1,0.01%
Italy,Data Warehouse Analyst,Urban,7,0.07%
Italy,Data Warehouse Architect,Rural,4,0.04%
Italy,Data Warehouse Architect,Urban,10,0.1%
Italy,Data Warehouse Developer,Rural,2,0.02%
Italy,Data Warehouse Developer,Urban,5,0.05%
Italy,Data Warehouse Specialist,Rural,1,0.01%
Italy,Data Warehouse Specialist,Urban,8,0.08%
Italy,Data Warehousing Engineer,Rural,1,0.01%
Italy,Data Warehousing Engineer,Urban,7,0.07%
Italy,Data Warehousing Manager,Rural,5,0.05%
Italy,Data Warehousing Manager,Urban,8,0.08%
Italy,Data Warehousing Specialist,Rural,3,0.03%
Italy,Data Warehousing Specialist,Urban,6,0.06%
Italy,Database Administration Associate,Urban,6,0.06%
Italy,Database Administration Manager,Rural,2,0.02%
Italy,Database Administration Manager,Urban,10,0.1%
Italy,Database Administration Project Manager,Rural,1,0.01%
Italy,Database Administrator (DBA),Rural,1,0.01%
Italy,Database Analyst,Urban,3,0.03%
Italy,Database Architect,Rural,4,0.04%
Italy,Database Architect,Urban,11,0.11%
Italy,Database Consultant,Rural,4,0.04%
Italy,Database Consultant,Urban,7,0.07%
Italy,Database Coordinator,Rural,1,0.01%
Italy,Database Coordinator,Urban,4,0.04%
Italy,Database Design Analyst,Rural,2,0.02%
Italy,Database Design Analyst,Urban,6,0.06%
Italy,Database Designer,Rural,1,0.01%
Italy,Database Designer,Urban,8,0.08%
Italy,Database Developer,Urban,2,0.02%
Italy,Database Development Project Manager,Rural,1,0.01%
Italy,Database Development Project Manager,Urban,1,0.01%
Italy,Database Development and Administration Project Manager,Rural,4,0.04%
Italy,Database Development and Administration Project Manager,Urban,6,0.06%
Italy,Database Engineer,Rural,1,0.01%
Italy,Database Engineer,Urban,7,0.07%
Italy,Database Management System Specialist (DBMS Specialist),Urban,10,0.1%
Italy,Database Manager,Rural,5,0.05%
Italy,Database Manager,Urban,3,0.03%
Italy,Database Marketing Analyst,Urban,7,0.07%
Italy,Database Modeler,Rural,2,0.02%
Italy,Database Modeler,Urban,4,0.04%
Italy,Database Programmer,Urban,2,0.02%
Italy,Database Security Administrator,Rural,2,0.02%
Italy,Database Security Administrator,Urban,9,0.09%
Italy,Database Security Expert,Rural,1,0.01%
Italy,Database Security Expert,Urban,8,0.08%
Italy,Database Software Technician,Rural,3,0.03%
Italy,Database Software Technician,Urban,8,0.08%
Italy,Database Specialist,Urban,3,0.03%
Italy,Database Tester,Rural,4,0.04%
Italy,Database Tester,Urban,6,0.06%
Italy,Databases Computer Consultant,Rural,1,0.01%
Italy,Databases Computer Consultant,Urban,3,0.03%
Italy,Databases Software Consultant,Rural,1,0.01%
Italy,Databases Software Consultant,Urban,2,0.02%
Italy,Datastage Developer,Urban,1,0.01%
Italy,Director of Data Operations,Rural,2,0.02%
Italy,Director of Data Operations,Urban,6,0.06%
Italy,Electronic Data Interchange System Developer (EDI System Developer),Rural,1,0.01%
Italy,Electronic Data Interchange System Developer (EDI System Developer),Urban,5,0.05%
Italy,Electronic Data Processing Auditor (EDP Auditor),Rural,2,0.02%
Italy,Electronic Data Processing Auditor (EDP Auditor),Urban,6,0.06%
Italy,"Engineer, System Electronic Data Processing (Engineer, System EDP)",Urban,8,0.08%
Italy,Field Artillery Automated Tactical Data System Specialist,Rural,1,0.01%
Italy,Field Artillery Automated Tactical Data System Specialist,Urban,1,0.01%
Italy,Field Traffic Data Technician,Urban,1,0.01%
Italy,Flight Data Technician,Rural,1,0.01%
Italy,Flight Data Technician,Urban,2,0.02%
Italy,Flight Test Data Acquisition Technician,Rural,1,0.01%
Italy,GPS Field Data Collector (Global Positioning System Field Data Collector),Urban,1,0.01%
Italy,Geographic Information Systems Data Administrator (GIS Data Administrator),Urban,5,0.05%
Italy,Geographic Information Systems Data Manager (GIS Data Manager),Rural,1,0.01%
Italy,Geographic Information Systems Data Manager (GIS Data Manager),Urban,5,0.05%
Italy,Geographic Information Systems Data Specialist (GIS Data Specialist),Rural,2,0.02%
Italy,Geographic Information Systems Data Specialist (GIS Data Specialist),Urban,6,0.06%
Italy,Geographic Information Systems Database Administrator (GIS Database Administrator),Rural,3,0.03%
Italy,Geographic Information Systems Database Administrator (GIS Database Administrator),Urban,9,0.09%
Italy,Head of Information Systems and Data Processing,Rural,1,0.01%
Italy,Head of Information Systems and Data Processing,Urban,4,0.04%
Italy,Health Data Analyst,Urban,3,0.03%
Italy,Internet Database Specialist,Rural,2,0.02%
Italy,Internet Database Specialist,Urban,9,0.09%
Italy,Marketing Database Analyst,Rural,1,0.01%
Italy,Micro Computer Data Processor,Urban,2,0.02%
Italy,Naval Tactical Data System--Combat Information Center Officer,Urban,1,0.01%
Italy,"Naval Tactical Data System--Combat Information Center Watch Officer, Carrier Controlled Approach Controller",Rural,1,0.01%
Italy,"Naval Tactical Data System--Combat Information Center Watch Officer, Carrier Controlled Approach Controller",Urban,3,0.03%
Italy,"Naval Tactical Data System--Combat Information Center Watch Officer, General",Urban,2,0.02%
Italy,"Operations Officer, Afloat (Naval Tactical Data Systems)",Rural,1,0.01%
Italy,"Operations Officer, Afloat (Naval Tactical Data Systems)",Urban,2,0.02%
Italy,Oracle Database Administrator (Oracle DBA),Rural,2,0.02%
Italy,Oracle Database Administrator (Oracle DBA),Urban,2,0.02%
Italy,SCADA Operator (Supervisory Control and Data Acquisition Operator),Urban,1,0.01%
Italy,SCADA Technician (Supervisory Control and Data Acquisition Technician),Rural,1,0.01%
Italy,SCADA Technician (Supervisory Control and Data Acquisition Technician),Urban,1,0.01%
Italy,SQL Database Administrator,Rural,1,0.01%
Italy,SQL Database Administrator,Urban,8,0.08%
Italy,Scientific Database Curator,Rural,1,0.01%
Italy,Scientific Database Curator,Urban,2,0.02%
Italy,Survey Data Technician,Urban,1,0.01%
Italy,Unemployed,Rural,120,1.24%
Italy,Unemployed,Urban,326,3.38%
Italy,Voice and Data Technician,Urban,3,0.03%
Italy,Weight in Motion Field Data Collection Technician,Rural,2,0.02%
Latvia,Clinical Data Manager,Urban,1,0.01%
Latvia,Data Analyst,Urban,1,0.01%
Latvia,Data Architect,Urban,1,0.01%
Latvia,Data Base Design Analyst,Urban,1,0.01%
Latvia,Data Communications Analyst,Urban,1,0.01%
Latvia,Data Conversion Operator,Urban,1,0.01%
Latvia,Data Coordinator,Urban,1,0.01%
Latvia,Data Operations Director,Urban,1,0.01%
Latvia,Data Processing Clerk,Rural,1,0.01%
Latvia,Data Processing Manager,Rural,1,0.01%
Latvia,Data Processing Systems Project Planner,Rural,1,0.01%
Latvia,Data Systems Manager,Urban,1,0.01%
Latvia,Data Warehouse Architect,Urban,1,0.01%
Latvia,Data Warehousing Engineer,Urban,2,0.02%
Latvia,Data Warehousing Manager,Urban,1,0.01%
Latvia,Data Warehousing Specialist,Urban,1,0.01%
Latvia,Database Administration Associate,Urban,1,0.01%
Latvia,Database Design Analyst,Rural,1,0.01%
Latvia,Databases Computer Consultant,Urban,1,0.01%
Latvia,Director of Data Operations,Rural,1,0.01%
Latvia,Head of Information Systems and Data Processing,Rural,1,0.01%
Latvia,Unemployed,Rural,4,0.04%
Latvia,Unemployed,Urban,9,0.09%
Latvia,Weight in Motion Field Data Collection Technician,Urban,1,0.01%
Lithuania,Automatic Data Processing Planner (ADP Planner),Urban,2,0.02%
Lithuania,Clinical Data Management Associate Director,Urban,1,0.01%
Lithuania,Data Communications Software Consultant,Urban,2,0.02%
Lithuania,Data Entry Specialist,Urban,1,0.01%
Lithuania,Data Operations Director,Urban,1,0.01%
Lithuania,Data Processing Auditor,Urban,1,0.01%
Lithuania,Data Processing Systems Project Planner,Urban,1,0.01%
Lithuania,Data Security Administrator,Urban,1,0.01%
Lithuania,Data Warehouse Architect,Urban,1,0.01%
Lithuania,Data Warehouse Specialist,Urban,1,0.01%
Lithuania,Database Administration Manager,Urban,1,0.01%
Lithuania,Database Design Analyst,Urban,1,0.01%
Lithuania,Database Designer,Urban,1,0.01%
Lithuania,Database Management System Specialist (DBMS Specialist),Urban,1,0.01%
Lithuania,Database Manager,Urban,1,0.01%
Lithuania,Database Security Administrator,Urban,1,0.01%
Lithuania,Database Specialist,Urban,1,0.01%
Lithuania,Databases Software Consultant,Urban,2,0.02%
Lithuania,Director of Data Operations,Urban,1,0.01%
Lithuania,Electronic Data Processing Auditor (EDP Auditor),Urban,2,0.02%
Lithuania,Internet Database Specialist,Urban,1,0.01%
Lithuania,Maintenance Data Analyst,Urban,1,0.01%
Lithuania,Oracle Database Administrator (Oracle DBA),Urban,1,0.01%
Lithuania,SQL Database Administrator,Urban,1,0.01%
Lithuania,Unemployed,Rural,7,0.07%
Lithuania,Unemployed,Urban,14,0.15%
Lithuania,Voice and Data Technician,Urban,1,0.01%
Luxembourg,Automatic Data Processing Systems Security Specialist (ADP Systems Security),Urban,2,0.02%
Luxembourg,Data Communications Software Consultant,Rural,1,0.01%
Luxembourg,Data Conversion Operator,Rural,1,0.01%
Luxembourg,Data Processing Auditor,Urban,1,0.01%
Luxembourg,Data Storage Specialist,Rural,1,0.01%
Luxembourg,Database Design Analyst,Rural,1,0.01%
Luxembourg,Database Security Administrator,Urban,1,0.01%
Luxembourg,Geographic Information Systems Database Administrator (GIS Database Administrator),Urban,1,0.01%
Luxembourg,Unemployed,Rural,1,0.01%
Luxembourg,Unemployed,Urban,1,0.01%
Malta,Data Scientist,Rural,1,0.01%
Malta,Database Coordinator,Rural,1,0.01%
Malta,Database Coordinator,Urban,1,0.01%
Malta,Geographic Information Systems Data Administrator (GIS Data Administrator),Urban,1,0.01%
Malta,Internet Database Specialist,Urban,1,0.01%
Malta,Unemployed,Rural,2,0.02%
Malta,Unemployed,Urban,1,0.01%
Netherlands,Automatic Data Processing Customer Liaison (ADP Customer Liaison),Rural,1,0.01%
Netherlands,Automatic Data Processing Customer Liaison (ADP Customer Liaison),Urban,1,0.01%
Netherlands,Automatic Data Processing Planner,Urban,3,0.03%
Netherlands,Automatic Data Processing Systems Security Specialist (ADP Systems Security),Rural,1,0.01%
Netherlands,Automatic Data Processing Systems Security Specialist (ADP Systems Security),Urban,2,0.02%
Netherlands,Business Database Analyst,Urban,1,0.01%
Netherlands,Clinical Data Associate,Urban,1,0.01%
Netherlands,Clinical Data Manager,Rural,1,0.01%
Netherlands,Computer or Data Processing Systems Consultant,Urban,2,0.02%
Netherlands,Data Administrator,Urban,3,0.03%
Netherlands,Data Analysis Assistant,Rural,1,0.01%
Netherlands,Data Analyst,Rural,1,0.01%
Netherlands,Data Center Operator,Rural,1,0.01%
Netherlands,Data Center Operator,Urban,1,0.01%
Netherlands,Data Collection Technician,Urban,1,0.01%
Netherlands,Data Collector,Rural,1,0.01%
Netherlands,Data Communications Analyst,Urban,1,0.01%
Netherlands,Data Communications Software Consultant,Urban,1,0.01%
Netherlands,Data Compiler,Rural,1,0.01%
Netherlands,Data Control Assistant,Rural,1,0.01%
Netherlands,Data Control Assistant,Urban,1,0.01%
Netherlands,Data Control Clerk Supervisor,Urban,2,0.02%
Netherlands,Data Coordinator,Rural,1,0.01%
Netherlands,Data Entry Associate,Urban,1,0.01%
Netherlands,Data Entry Supervisor,Rural,1,0.01%
Netherlands,Data Examination Clerk,Rural,1,0.01%
Netherlands,Data Management Associate,Urban,4,0.04%
Netherlands,Data Management Information Technology Specialist,Urban,2,0.02%
Netherlands,Data Manager,Urban,1,0.01%
Netherlands,Data Miner,Urban,2,0.02%
Netherlands,Data Modeling Specialist,Urban,2,0.02%
Netherlands,Data Processing Auditor,Rural,1,0.01%
Netherlands,Data Processing Consultant,Urban,2,0.02%
Netherlands,Data Processing Control Clerk,Urban,1,0.01%
Netherlands,Data Processing Equipment Repairer,Rural,2,0.02%
Netherlands,Data Processing Equipment Repairer,Urban,1,0.01%
Netherlands,Data Processing Manager,Rural,3,0.03%
Netherlands,Data Processing Manager,Urban,1,0.01%
Netherlands,Data Processing Mechanic,Urban,1,0.01%
Netherlands,Data Processing Services Sales Representative,Urban,1,0.01%
Netherlands,Data Processing Systems Analyst,Rural,2,0.02%
Netherlands,Data Processing Systems Analyst,Urban,4,0.04%
Netherlands,Data Sciences Director,Urban,1,0.01%
Netherlands,Data Scientist,Urban,3,0.03%
Netherlands,Data Security Administrator,Rural,1,0.01%
Netherlands,Data Security Administrator,Urban,1,0.01%
Netherlands,Data Security Analyst,Rural,1,0.01%
Netherlands,Data Security Analyst,Urban,3,0.03%
Netherlands,Data Systems Manager,Urban,1,0.01%
Netherlands,Data Technician,Rural,1,0.01%
Netherlands,Data Warehouse Analyst,Rural,1,0.01%
Netherlands,Data Warehouse Analyst,Urban,2,0.02%
Netherlands,Data Warehouse Specialist,Urban,2,0.02%
Netherlands,Data Warehousing Engineer,Rural,1,0.01%
Netherlands,Data Warehousing Engineer,Urban,4,0.04%
Netherlands,Data Warehousing Manager,Urban,2,0.02%
Netherlands,Database Administration Associate,Rural,1,0.01%
Netherlands,Database Administration Associate,Urban,2,0.02%
Netherlands,Database Administration Manager,Urban,1,0.01%
Netherlands,Database Administration Project Manager,Rural,1,0.01%
Netherlands,Database Analyst,Rural,1,0.01%
Netherlands,Database Architect,Rural,1,0.01%
Netherlands,Database Consultant,Rural,1,0.01%
Netherlands,Database Consultant,Urban,2,0.02%
Netherlands,Database Coordinator,Urban,4,0.04%
Netherlands,Database Design Analyst,Urban,1,0.01%
Netherlands,Database Designer,Urban,3,0.03%
Netherlands,Database Development and Administration Project Manager,Urban,1,0.01%
Netherlands,Database Management System Specialist (DBMS Specialist),Urban,2,0.02%
Netherlands,Database Manager,Urban,2,0.02%
Netherlands,Database Marketing Analyst,Rural,3,0.03%
Netherlands,Database Marketing Analyst,Urban,2,0.02%
Netherlands,Database Modeler,Rural,2,0.02%
Netherlands,Database Modeler,Urban,1,0.01%
Netherlands,Database Security Administrator,Rural,1,0.01%
Netherlands,Database Security Expert,Urban,2,0.02%
Netherlands,Database Software Technician,Urban,3,0.03%
Netherlands,Database Specialist,Urban,2,0.02%
Netherlands,Database Tester,Rural,1,0.01%
Netherlands,Database Tester,Urban,1,0.01%
Netherlands,Director of Data Operations,Rural,1,0.01%
Netherlands,Director of Data Operations,Urban,2,0.02%
Netherlands,Electronic Data Processing Auditor (EDP Auditor),Rural,1,0.01%
Netherlands,Electronic Data Processing Auditor (EDP Auditor),Urban,4,0.04%
Netherlands,"Engineer, System Electronic Data Processing (Engineer, System EDP)",Rural,2,0.02%
Netherlands,"Engineer, System Electronic Data Processing (Engineer, System EDP)",Urban,4,0.04%
Netherlands,Field Artillery Automated Tactical Data System Specialist,Urban,2,0.02%
Netherlands,GPS Field Data Collector (Global Positioning System Field Data Collector),Urban,1,0.01%
Netherlands,Geographic Information Systems Data Administrator (GIS Data Administrator),Urban,1,0.01%
Netherlands,Geographic Information Systems Data Manager (GIS Data Manager),Urban,1,0.01%
Netherlands,Geographic Information Systems Data Specialist (GIS Data Specialist),Urban,1,0.01%
Netherlands,Geographic Information Systems Database Administrator (GIS Database Administrator),Rural,1,0.01%
Netherlands,Geographic Information Systems Database Administrator (GIS Database Administrator),Urban,1,0.01%
Netherlands,Internet Database Specialist,Rural,1,0.01%
Netherlands,Internet Database Specialist,Urban,2,0.02%
Netherlands,LiDAR Data Analyst,Urban,1,0.01%
Netherlands,Micro Computer Data Processor,Urban,1,0.01%
Netherlands,Oracle Database Administrator (Oracle DBA),Rural,3,0.03%
Netherlands,Reference Data Expert,Urban,1,0.01%
Netherlands,SCADA Operator (Supervisory Control and Data Acquisition Operator),Rural,1,0.01%
